Paper ID,Journal Name,Journal Publisher
210fb6eee2f0583a717bb610c808b35c815379c0,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
829a053c252e073e2ebc024af3ca119ef0c425a0,Migration Letters,Transnational Press London Ltdsales@tplondon.com
dde7e5c11d84cc69ac601a66e5c679076c3a0d88,International Migration,
3eae0e5fe2814ccf44a35940190fa9f723f56b13,Cultural Diversity and Ethnic Minority Psychology,
d59d44de10df0a04c4cdd467c72cdda9c88a8f6a,International Journal of Intercultural Relations,Elsevier Ltd
6837190d7a4e217b42d159d6c5b61573fa6cf54e,Ethnic and Racial Studies,
b1cf88ddc35a8799ea5d636282c82a558ce1f9eb,Patterns of Prejudice,
e14ec83bf584f34cc0d6951d0e58d57d0777fcff,Ethnic and Racial Studies,
e34bb4b7381f08e49d7bf7495ba93cbc25b9d7a6,International Journal of Intercultural Relations,
285e34a6af8f506d7a66adab3610337dbfea6407,Patterns of Prejudice,
0450385039eceb9cfdc5574e11b5a8e53b1d4493,Journal of Black Studies,
53278f8a01ffa66220b46659be03c14f89316126,Identities,Routledgeaabs@uw.edu
1ed47d93150800c69299e92fe4f27d70d93e1304,Citizenship Studies,
f903226d7c76cef3ef4a62a9f837f4f45acb3191,Cultural Diversity and Ethnic Minority Psychology,
796ed6babacbab82ad426bbba206a40830287f89,Journal of Ethnic and Migration Studies,
225fd266c7fb9e83bd816c1530e9b1353aa8ff69,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
e13411b84d256676fd8a70335d671debc90d2621,International Migration,
98890aaee2933c27730fcda8196a48716236833a,Journal of Ethnic and Migration Studies,
8f7cb71fe3b63580500e82861b83c3f461762cf6,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
4503bd3887ed77d7c003d768d376dc27b2a81c0a,Migration Letters,Transnational Press London Ltdsales@tplondon.com
5d04fb4b76b33ceb469a1f0d2bfb5fe8d4c7dd84,Ethnicity and Health,Routledgeinfo@tandf.co.uk
04af0aa98d5ff42d01110cc2fe35a249e329b1c7,Refugee Survey Quarterly,
9e8039306238a3f20740a3cd832301473922447c,Ethnicity and Health,Routledgeinfo@tandf.co.uk
aeccf1ac9535138fbe14b1598e5198dc8ce6efd3,Identities,
9297b316a240192f9d2547e4031c26f85587e4c5,Race & Class,
cc3060a417847ab638cca24f184d0a2223fbe7bf,Population & Development Review,
f41310541f3821096ce5d71c5d6c2a150b9f9963,Journal of Black Studies,SAGE Publications Inc.claims@sagepub.com
6c6123681efb01ba4ea68f945da1e5a713b7f28c,Journal of Studies in International Education,
47dd7a66a63004a85872c09f25ecb2ac71025f50,Ethnic and Racial Studies,
a45f510f99b9eaac348e562614933d42578bdc75,International Journal of Intercultural Relations,
9b68bf736f2754f5f16839c6aee183515d3acab5,Journal of Intercultural Studies,
9cae39414c6ccea3fdc951fe9b42e6615bf36a66,Refugee Survey Quarterly,
f49effca41770511ea3c09b52b6e98cf1a18e0fe,International Migration Review,
3e8548e3ec1c784ff502c984c269ccb90367e28a,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
d2bb466078d6a414d16e2786cefdd2d7559d9b9d,Patterns of Prejudice,
3bd64744ad95f64bf4c66a56131273e2977bd14d,Journal of Ethnic and Migration Studies,
cb5b581b0c9b4f43090a971d5ebfa356dfeca516,International Journal of Intercultural Relations,Elsevier Ltd
63e0a6726791c727c7e4cf3e2e8aba72494ae414,Journal of Studies in International Education,
9175b23809d97192d5e7bb74a13dac79d4a223de,Journal of Ethnic and Migration Studies,Carfax Publishing Company
98e20e036554fd9187248b652e175a18765bbc3a,International Migration,
447d2ee3f9f9a35ec70db9de97c261b89977c480,Asian and Pacific Migration Journal,"Scalabrini Migration Center40 Matapat St.Bay Pinyahan, 1100 Quezon city"
6e82d8535ba3ac1499b8148399b5da605e8be97f,Race Ethnicity and Education,Routledgeinfo@tandf.co.uk
140fb036dfe5e3391f89b4db1d64774f05fe27d4,Ethnic and Racial Studies,
17b35d3a036bd40f1ea55b7d5bba1734af83dac9,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
48f732876ec35ccbbb076f4bdfc7561bf138f452,Ethnicity and Health,
d86fa4a5216e922307a1e2413a9a1615c729ee81,Journal of Ethnic and Migration Studies,
8450abb05c5e3297a95d464aa571a3234201e328,Ethnicity and Health,Routledgeinfo@tandf.co.uk
bd5154beeb62032133fde03bdb836093e6d2d01b,Migration Letters,Transnational Press London Ltdsales@tplondon.com
37a828c261416a8559b511904890609f1ade48b2,Cultural Diversity and Mental Health,John Wiley and Sons Inc.
08ee7b91607ff709024036c66e6d3ec591568450,Race Ethnicity and Education,Routledgeinfo@tandf.co.uk
72b27e8922851e6847ae9ede5392585a8d4cba71,Journal of Black Studies,
3a818a16913d6aeb8e9065c1001a3f5de1431da4,"Population, Space and Place","John Wiley and Sons LtdSouthern GateChichester, West SussexPO19 8SQvgorayska@wiley.com"
f1eedce72883173fbe4f587ff3ffaadb4f3eaa69,International Journal of Intercultural Relations,Elsevier Ltd
7b660b62e36f5311144f7c2bf21efbab0823c2a0,Identities,
4def6bb698d926cdedfe1ec237b15e4eb1127ead,Journal of Intercultural Studies,Routledgeinfo@tandf.co.uk
302cc2a90da2d548e0b6c83d0cd8cb5afbeaaa9f,Cultural Diversity and Ethnic Minority Psychology,
3b10f483c2a4091d7588c60b4e214ff4f881faf2,Ethnic and Racial Studies,
efb1adfe01682096ec1391edcc98c2ce09ee0600,Journal of Ethnic and Migration Studies,
38059476bd47b641ec26b7290438c823b28f97cb,Journal of Ethnic and Migration Studies,
363792bd14574bdbd1e585cd4bca030a752db94f,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
1d1a9fcb662a82b1a28e067f238c5a4999439280,Patterns of Prejudice,
67c1db0a552f9453e12fdaf2ac6f35b88cbdf417,Journal of Black Studies,
bae0ee9427b5a5b4b8da6ffa2af24dfbeea919ef,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
4e71da44d021efdce3974bf84de0aceddca92b50,International Migration Review,Center for Migration Studies
3793c1998a0a7276c8127d096dbc2f37ca691a22,Ethnicity and Health,
81abe918209fec08e29e5445e94b98f3ca88f9e8,Journal of Refugee Studies,
fda8bae240d81c41244a4f4c768508f62a0a0642,Journal of Black Studies,SAGE Publications Inc.claims@sagepub.com
c12a0fcaf9338a3656dc64c80d457cfad0461ced,International Journal of Intercultural Relations,Elsevier Ltd
751956d57dad3f1ee23444f3642f95f8dcd9255e,Global Networks,
05fd00b14ea49b2614f795de0f0ddf4aa29107e6,"Language, Culture and Curriculum",Routledgeinfo@tandf.co.uk
3aa8a343babfe6e2557a2e71360bd72116c55aab,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
6efa56c08d6ab168bb07781677d28b0cecdc7585,Journal of Refugee Studies,Oxford University Press
b8101f9e060e44171f5f048975bcd56fa3093eca,Journal of Ethnic and Migration Studies,
38c3410c3909dbf0485ab5db65f5d9eeda165957,International Journal of Intercultural Relations,
2288ed2e97a6fad74c232ecbce791e3048415101,Journal of Ethnic and Migration Studies,
7bdf6aa6898e1227eaecd82954325dec1cd0a7a6,Latino Studies,
87dcc505469d2e39d63067bd31b2cdb21b4913a4,Journal of Intercultural Studies,
c4c4769ea38b5d04eb411fb9c871a6fe7c0e6b31,Journal of Black Studies,
a993d81a2192e4e7b0974802a7514561e744d4dd,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
c5e7f069501324d7d1dbc1af09fd09b04c97d7c0,Journal of International Migration and Integration,Kluwer Academic Publishers
5c40052ac0203378f604a0e2ff1ac856eb102049,Ethnicity and Health,
fef480b4a0d549f3798f6b0ad72c5b01cfe58b28,"Language, Culture and Curriculum",
11d7d7046789f60c26958751b2b52c9a2fdd898d,International Migration Review,Blackwell Publishing Inc.subscrip@blackwellpub.com
620d4ce8639260012792e109e34f9afcfbbf7246,Population & Development Review,
aef3388d1c92f068962c7c369a5046242d53b6be,"Population, Space and Place",
cc3acd6eb1afd7859ad8f4291279f4e2e7c6a396,"Language, Culture and Curriculum",
ed33494917f924064063a7cbd315d207330d0fe7,Global Networks,Blackwell Publishing Ltdcustomerservices@oxonblackwellpublishing.com
0c930270950a1c69a676004fd9fd61d588060c57,Ethnic and Racial Studies,
ef5ed1830284b2ca96242ac2a1857e1d61456aab,Journal of Ethnic and Migration Studies,
e1f051cde4decdc38a45f5201dc1951aeff428a6,Population & Development Review,
9750ac9aca4daee67dbfdd35f5d375d9a7e69711,Journal of Black Studies,SAGE Publications Inc.claims@sagepub.com
0e5d3b72d8f5bb36079039c7f54cb5e7c1331d9b,Journal of Black Studies,
6e9bcfeccf90fd87299ccf17063b9a398020f8d5,Ethnic and Racial Studies,
770bf9edbd3235a65942e55ed9d632e2a0c4fed4,Asian and Pacific Migration Journal,Scalabrini Migration Centerclaims@sagepub.com
212515be5d4acdd442994ebdb353c08c362e5f41,Race and Class,
bd3e6428f81cd3371d5a9e8d38b4e2712f140ffd,International Migration,Blackwell Publishing Ltd
e50ab214614b865e509ae84dbe8bf3eae06ffc23,International Journal of Intercultural Relations,Elsevier Ltd
a65ec55f4e89a97d64d96da9b4fa16fa2c6a9d97,Ethnic and Racial Studies,
643e28a50a0323f6f0355329a90e13d712ab0d4f,Cultural Diversity and Ethnic Minority Psychology,
f1133c208b8925e8a575e4496821f51dcb078bdd,Global Networks,Blackwell Publishing Ltdcustomerservices@oxonblackwellpublishing.com
cec1bfe3e990ea657fad36b63c9b7552090832e3,Cultural Diversity and Ethnic Minority Psychology,
69bb744932191f7366d7876acca814777edcccc5,International Migration Review,
56fd7a226acae954c4ad43a63a8af45e5e121c58,"Population, Space and Place",
7852fb09138a202a17eeb02cfe85ea273b5f1374,Journal of Black Studies,
fccf5a8fa518fd2010ae32224b2e9f5450345a3b,Journal of Intercultural Studies,
b519439e7170f0c6dc80573023d635bfff56eece,Journal of Studies in International Education,SAGE Publications Inc.claims@sagepub.com
07f0966e9a1eeca005a54b299354184663d722a5,European Journal of Migration and Law,
273adb8706c4b6f596912f337fc5f86738e88115,Citizenship Studies,Routledgeinfo@tandf.co.uk
95611aaf43ea90584f322230c8b94581b940b14e,Identities,
58575e6235e55a27990ad9aa48aa014c50d0ca9b,International Migration,Blackwell Publishing Ltdcustomerservices@oxonblackwellpublishing.com
49995506f5866009a5332bcf7057c4adf97689e7,International Migration Review,
3a363d44c1f812ff6c675c6cb02f83c6151acc6a,Cultural Diversity and Ethnic Minority Psychology,American Psychological Association Inc.
cc640657eedd4bf2c1a810c359b42173f98892bc,Journal of Black Studies,SAGE Publications Inc.claims@sagepub.com
1a01266b5fa9f5f10910b167c3672814f2855732,International Journal of Intercultural Relations,
346022d8ef6e14ea6ae7ecc58b7ef627f1c1b0ef,Race and Class,
1decbe6a0ecced8381a7673280a8a756a9e540a0,Ethnic and Racial Studies,
257805092a75b79e237845842eb172bd79dcf96f,International Journal of Intercultural Relations,
8f2156c2749bcc2f97b32d53c33fa0cc2fd9be56,Patterns of Prejudice,
df125a7e238f4c7a138f0f94065726ed5c61f2ff,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
77f8a11a4e59a935d05b1ae1802f98029c714b63,Journal of Ethnic and Migration Studies,
1ae11d3704fb8985eb42cf2b0b4d11812c1f8f20,European Journal of Migration and Law,Martinus Nijhoff Publishersorders@brill.nl
a80a26963f7b25bcc1f14ef901890aea5c3fd8b9,Journal of Ethnic and Migration Studies,
e9e550f9bbf93c600061762b5ab93ad3096a44ae,Journal of Black Studies,
6ce74d393a9d5ce4c13ea090d6d608c83a9c4fce,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
09789741e5dabea1d60af58dfd409d3a0dd24499,Population and Development Review,
23aae3fa65a0228ba2e874f0859beb60dd9f9f77,Journal of Studies in International Education,
4f1939a113d4da36d2115ca8fe69f84b8f8d38b1,"International Journal of Migration, Health and Social Care","Emerald Group Publishing Ltd.Howard HouseWagon Lane, BingleyBD16 1WA"
b3b01780c03d12c1998205df0409a9d5b7755960,Journal of Intercultural Studies,
55ee3ef8efd9a55f9c3b74e8e15e76eb988ee5b9,Journal of Black Studies,
502539b71f07b810ef28c1f4301a870ca3192a4b,Ethnicities,SAGE Publications Ltd
c71b3e29f33ade1d0128746686d28c81ba8079b8,Cultural Diversity and Ethnic Minority Psychology,
6537281601b32814292c9d6438101a525efa9e0b,Mobilities,
5b1f1243a751f759ae528bd77b9800c387220c2c,International Migration,Blackwell Publishing Ltdcustomerservices@oxonblackwellpublishing.com
83c1dca8fc861a31592484e79ccbd83ac5138ec7,IZA Journal of Migration,SpringerOpen
63134691b229c13c7b1d1c7ae438d253bf54a794,Ethnicity and Health,Routledge
4d9090ac10530778d5b79d0318a8a241cfee6fa2,Citizenship Studies,
84358c8f04e43e7259a3b0e5bba73344cbf72b11,International Migration,Blackwell Publishing Ltd
a6c16b71b5e90604d9af8fa35557769a0c6be7ef,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
57b14588d167710eb3bf4eb91ff460ee138ed5cb,Journal of Intercultural Studies,
5dfa83b2bb4309788463079f8fb053321bfa428c,International Journal of Intercultural Relations,
3ff926b2219bd5705ab7cef4e7b27034a678d87b,Ethnicity and Health,Routledgeinfo@tandf.co.uk
67e4cdf2971a4bacb54a7de16c8ab2f7e555ee9b,Race & Class,
84d41e80452432305277d5d33b8277ff0d2d4593,International Migration,Blackwell Publishing Ltdcustomerservices@oxonblackwellpublishing.com
399bba2981f31219deb6f9dbb652576ceea0c445,International Migration,
d1bfc581b86e027efcc3421e8f44d91037a32833,Journal of Ethnic and Migration Studies,
dc6b3947502e55e8f569ca398effced965d6a33b,International Migration Review,
5914f69a6cf3e0bd9c12e23acdf21a09fa4e2b68,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
ee92cc9fcb33ffcb3423db44f58ee4efdab4012b,Journal of Refugee Studies,
3ded4f46d252cab6eb6e2389dc3af4845c1eb055,Ethnicity and Health,
752bb37a221800f7d1a1f163441192d247cdcd96,Journal of Refugee Studies,Oxford University Press
061dae0476248262c45b02413712256ee005bf73,Race and Class,SAGE Publications Inc.
dfda3b2df7aacbdb50c56a0081fbb49a8f19f25c,International Migration,
af6439d3e66a6532f95803df85cf3179c30b3d00,Ethnicities,SAGE Publications Ltdinfo@sagepub.co.uk
9f0c9165d04af5410ce57602eac343923882d2c1,Ethnicities,
784387385f838aae78e47e03b0a10fff8f3933cf,Ethnicity and Health,Routledgeinfo@tandf.co.uk
8461d8c31700d7d23adfc244c9dffa9736419be9,Refugee Survey Quarterly,
6773c6347a6fa3e4b20ffe41f978c306cf34be16,Journal of Intercultural Studies,
73e585f12928cfe5ac7f1b35a03a9859b3adaa01,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
f944f9da227ea46dd3cd667c42a5b280117aa587,Population and Development Review,Blackwell Publishing Ltd
ef9a6d3d0733d34f955435acdc9403226ef8de32,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
9de3aca0e643b132b8cfbfb3e54a5874a83dcf5f,Migration Letters,Migration Letterssales@tplondon.com
91d0cfd32a98869ee16407c691b3a4a01656326d,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
2ed85a071cbcf7d9f035e65e08fc18f7ecbbbf2c,Refugee Survey Quarterly,
457181d0715e558c2602bf498a5f214c98be49c8,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
0a49d05badb98e6dedd4ed586e1760693a2842f6,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
a21db3942204ac93abac635349e23146a933c8cd,Identities,Routledgeaabs@uw.edu
9f28cda0e9b1b92b02efbf2d1dcf482f5ecd3cc0,Journal of Ethnic and Migration Studies,
f694109310950a339da4396c32deb4e1ff8fe848,International Journal of Intercultural Relations,
9f0745403bc86ca243e30b241d7951fe47ca8ea7,Cultural Diversity and Ethnic Minority Psychology,
fe5636cbe10708b6c221d72ed3fc4048a1ceb062,International Migration,
41fa817d566ceb3a6182d4d3a4fcfd2c9e48c4df,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
510a3100ceec3f32af57ffef895a19d8cebe3c19,Journal of Refugee Studies,
ebad23c6c7c984ee73a18caa6eae4f9480b8677b,International Migration Review,Blackwell Publishing Inc.info@sagepub.co.uk
1eeb914444a2d622b19afdfd5b9e3609819e6a47,Patterns of Prejudice,
f43b2c9fe7872ab29fbb0fb9bbc4b76962684eba,International Journal of Intercultural Relations,Elsevier Ltd
fb9e4c6b840dfb9d96ee9cbca002e918de84c1ee,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
7d779a0b8729bf3e06527fd869cec7f04beff328,Race Ethnicity and Education,Routledgeinfo@tandf.co.uk
460da1d17c55e1f11899682b341a4a52e3f44da7,Global Networks,Blackwell Publishing Ltd
2db63ece8bce7e3e44b3cadfcb266b11e77b277a,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
7b08429bf2a80bd805f0118191f894b2d00f35b5,Journal of Black Studies,SAGE Publications Inc.
426cb56be8f480dabf239ed7c0a0d30b2f78dbdb,Patterns of Prejudice,
9c226117e3e404aee97b282afbe9a091bb67b5fe,Ethnicities,
ad2d0eb27c42d00ca66ea620b3f8be80c9737ac7,Ethnicity and Health,
8125a86e823fbc48bd9937b9b5607918cfd6f008,Journal of Immigrant and Refugee Studies,
c4d181edffe7bc89e2545ccb75deb89d1fa265f6,Journal of International Migration and Integration,Springereditorial@springerplus.com
a957165a68686e4b3de809c239a33e2a82a4b235,International Migration Review,
8dd6b386bac610557f693da38fc1b6b532266cb2,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
f431f55d94f46c72d080cb103e744d8d614ed98d,Cultural Diversity and Ethnic Minority Psychology,
49d0830547eaaaf68d4bbcadd18e67bc7c36ccd4,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
af89872864665670ca46ac06504909f1b7691d0e,Race Ethnicity and Education,
bde7d10f7a20336fa66fbf272f6b88e300dcd91f,International Journal of Intercultural Relations,Elsevier Ltd
3da3a3660c6ceefa173ecdacc29807aa4dd38f34,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
7d28ef25caae28069e015d88b96498340221fac3,Journal of Black Studies,SAGE Publications Inc.claims@sagepub.com
810820831735cbbaba58e4edf58b99b0539bac31,International Migration Review,Blackwell Publishing Inc.info@sagepub.co.uk
bd819ed8f825fe32383b2853dd33faf9322871c8,Identities,Routledgeaabs@uw.edu
c37915a400817caa6c1c17d235d9ac98c8b723a6,Race & Class,
67ece99fa15f52b933c6303b4d50b9b16a7a6cae,Studi Emigrazione,
9438c8b60fefd572451f85230f030a3de5a1477a,Refugee Survey Quarterly,
8888b6cd40d17f3ba72e88eb3564d6fdc6b991d7,Revue européenne des migrations internationales,
17e579f80c2cd6c6ed9b2f0cbbb09ce3553b1503,Ethnicity and Health,
e799591cfa84b83c9eed0c714b42e4bed6b10b11,Journal of Black Studies,
774dd8104306c5f2ae91c0a3768cdd87d75641a3,Journal of Ethnic and Migration Studies,
5446e1f435907003a946f92271eba62602921f50,Race Ethnicity and Education,Routledgeinfo@tandf.co.uk
9b43417b771a1863ad3b63a99ffcbfc89a34a8a8,Journal of Black Studies,
0ee9ed1b23a1f7175661e3f7735221f8aa323b36,Mobilities,Routledgeinfo@tandf.co.uk
051be8fb70179f4f439b4cc22cf9a030ae5adff8,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
44a996ce501e46294d87ee75a1434b20870742a2,International Migration,Blackwell Publishing Ltd
66de0a4d7921b45b256d485864d25e68f75dd22c,Race Ethnicity and Education,Routledgeinfo@tandf.co.uk
357c0804e4bf74d3afae69517585d71a941e3825,Journal of Black Studies,
faa8dd73b37ac8ba5be94a5b93afd553e9930d82,Ethnicities,SAGE Publications Ltdinfo@sagepub.co.uk
9a9aa20cfe0707c1cd162a0244a240a8dcaffbc6,Journal of Diversity in Higher Education,
072ee6c0a75513118d5c3357f5823a68bfe0d705,International Migration Review,SAGE Publications Ltdinfo@sagepub.co.uk
056e4a83210323d8ee6b7615ac6f0ed697ad611e,Cultural Diversity and Ethnic Minority Psychology,American Psychological Association Inc.journals@apa.org
72a5906be4aa32295ce09444f98bd4100885b4b0,Race & Class,
c0ef9b708e072f1b60014380d13d1628c1c442b9,Citizenship Studies,Routledgeinfo@tandf.co.uk
6e3fc2737158d70bc266664610be19dc6c8a2ac4,Population & Development Review,
b4c45700e5bb8546b2adfa237e2adc96550e8197,Journal of International Migration and Integration,
7d14140ac00bab6546cc8064d72c4ab3b2d567c2,Ethnicity and Health,
1c1f460776e147b35a38f2a914453fb64d64ad0a,Population and Development Review,Blackwell Publishing Ltd
54182c8a5d33b6816a1c184f901591211703279c,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
5c1c19bdb727ab14cd652aa421bf0e6edb133041,Race & Class,
43fe5ec77d00bcc40de28419e8a99d1406e2e378,Journal of Black Studies,
5c4220846280b1d918577eac2b223eedcdb0df6f,International Journal of Intercultural Relations,
e66fdaa9b08a64237486762a9fbc9a1317e47095,Asian and Pacific Migration Journal,Scalabrini Migration Centerclaims@sagepub.com
1a90247d4fa5919caae7c774b1a116297894a9d6,Identities,Taylor and Francis Ltd.
4e714b6832aa2ece597cf013e82b6ed2eb8e549b,International Migration,
680127ba4a23fa997d2f256153368ad6f3a9e552,European Journal of Migration and Law,Brill Nijhofforders@brill.nl
03bed03e436c5344c2e09f0241206354293c7c4f,European Journal of Migration and Law,
dca8a655af4d24910486acd7b26254d853c95340,Identities,Routledgeaabs@uw.edu
b9e338536a72b928608ba3d5c49336a4588e0853,Ethnicity and Health,
0285e53a4d352a5a2ee5f22ad908f37c32776789,"Language, Culture and Curriculum",
65cff224055733f648df2eac525f5e01744f3da6,Journal of Ethnic and Migration Studies,
017e487909af1012cd42ac6dd824b8863bb2d3be,Population and Development Review,
d7b3658c7ae7730c64049b4335235d317a72e11d,Journal of Intercultural Studies,
a89839fa1b63605acf9e3a58d72f54a765e0ceb5,Journal of Black Studies,
3dbc4e2858f381635bebff4ffb2d6200b23c45cf,Citizenship Studies,Routledgeinfo@tandf.co.uk
35e6978e9c509a2413ab0dc2166c32128a540ce1,Latino Studies,"Palgrave Macmillan Ltd.HoundmillsBasingstoke, Hants.RG21 6XS"
491c831b58d00e744d159668d207feaf5b5e07c3,Ethnic and Racial Studies,
2eca15ccea5a7e0decbb8902f6433117da02be25,Population and Development Review,
6d4e9cca54ba854d33fd5655504b9c2758a9c9d6,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
a0f790eea46d072a36062c8430459b08970bdbae,Journal of Intercultural Studies,Routledgeinfo@tandf.co.uk
eabeb9bbd76e6b86daaa0781f648857c446624e1,Identities,
29d2bb7abfb3ea0fb0d002d5afe5a8839c68ea12,Comparative Migration Studies,Springer
9e165a9cf0e0bd838c1c443d07256ff91cec67c4,Journal of Ethnic and Migration Studies,
3931d79105f375943dadfa0a49d86a71c9a84cb9,Ethnic and Racial Studies,
ac1a0aa62cc36db8a7f17e9f78d1ed1c24d7b334,Journal of Refugee Studies,
6c68321717ff32bc1e46c4b0f8526f907438856e,Ethnic and Racial Studies,
91a7413a0020c6d5ae24ed0f1c5b77fa34b9f78e,"International Journal of Migration, Health and Social Care","Emerald Group Publishing Ltd.Howard HouseWagon Lane, BingleyBD16 1WA"
dc6ff71910a7b0603d69d89d7feb51a3cedae82a,Journal of Ethnic and Migration Studies,
fef52e697978cce7d74ced21edb2505d03fe9b66,Journal of Ethnic and Migration Studies,
451196b09f5e8864a8b7bd269b5c084241676421,Journal of International Migration and Integration,
60014ef2611ff9b0fbe0934deea910b581420bf3,Identities,Routledgeaabs@uw.edu
4e75b2a005835b768c6f2bf193f8ddea88b2fc9c,International Journal of Intercultural Relations,Elsevier Ltd
f86e2109eef7acf29338e45824283e710ac4e2a3,"Population, Space and Place",
e52954b74eb148254f09981b841769eca8ad75d5,Ethnicity and Health,Routledgeinfo@tandf.co.uk
3f25ec2618673874172c6c1f26a0b2d4687482ce,Journal of Black Studies,
b17eef1bc52602f7d3cd930c7556bd572c711073,Journal of Black Studies,
a4690e58da5a857b5417cc16ecb59cf72e0b8da1,Race and Class,
6cdea09658fb370049af194b8fbaccc46e7f42e3,"Population, Space and Place",
a4d2ca10614227d3ffb36921f548cff2b7e180c8,International Journal of Intercultural Relations,
6842ef2c005931130cd41423cbb3013a9620e621,Ethnic and Racial Studies,Routledgeinfo@tandf.co.uk
17259e228eeeff6b24fa649f4dcf1c95566b97f5,International Migration,Blackwell Publishing Ltd
5523f0068b69aa98094c9c7090658ec0e2d883d8,Patterns of Prejudice,Routledgeinfo@tandf.co.uk
1ba8745737ba39167a8260c1ec2095c434377f90,"Language, Culture and Curriculum",
735afdb8de1f4bf4f54bbd620a1c1ea80475431f,International Migration,Blackwell Publishing Ltd
bdd81361816502a07959f0f43c30f30e8a1fd965,Journal of Intercultural Studies,
c204f4752ae9503e06f877a79d280df80c05f0d1,Journal of Immigrant and Refugee Studies,Routledgeaabs@uw.edu
8e1598afa4c5b60c68814c32a7335bf42aec9562,International Migration,Blackwell Publishing Ltdcustomerservices@oxonblackwellpublishing.com
4115ae9bc80b37f0acc699a30f8dd1b98cd65da2,Ethnicities,SAGE Publications Ltdinfo@sagepub.co.uk
05ae9ca6260b6b4d47228dfdfd252c0a9661d85d,International Journal of Intercultural Relations,
72d558ff6bf0946b278dafba62bd1fe527a54c3f,International Migration,
268a13f53ffe0967737563191eddfd9b76074f02,Race Ethnicity and Education,Routledgeinfo@tandf.co.uk
caaffb7a98659754e6dd39eb0fa12c583e6b74bb,International Journal of Intercultural Relations,
8cf75779e13b44fc49baf0504fcf88569a9ffe95,International Journal of Intercultural Relations,
a2613c78acc2e9374c9a58a5f4f56a2d43dc9e89,Journal of Intercultural Studies,
88b030485be252dd00b105e8f42206125661b4df,Patterns of Prejudice,
8c7ac32b9be310519c24c01f77534d1e299d69fc,"Population, Space and Place",
4a8587f34230824113cfdc75787237e7a735fdc2,"Population, Space and Place",
a9b00137324d0a5627afda782b740034cd1fa44e,Journal of Ethnic and Migration Studies,
c38029bd36c370b9a95536733d6210d3b1e7cad4,International Migration Review,Blackwell Publishing Inc.info@sagepub.co.uk
92a627eb4640f23bbe4f13a03312dcd954e4721e,"International Journal of Migration, Health and Social Care","Emerald Group Publishing Ltd.Howard HouseWagon Lane, BingleyBD16 1WA"
d007d65da1af7a3e356ac0746d1278e57336be9e,Race & Class,
279782f20f237cda51b0180a993695ff091913fd,Ethnicities,
c4644879f77448c585007b8bd7184f2ef03abd59,Population and Development Review,
941f1e5cbb0a5805f3f7ec38ab85f1f7c7a195d1,Ethnicity and Health,Routledgeinfo@tandf.co.uk
a736601cb000472a4d530c8db38f5817feae7eda,International Journal of Intercultural Relations,
ebb77cf2a68de00041d5f031359487a93271be4c,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
00e71a3275695fe96a970291d00459031ec2bac5,Latino Studies,
8dfefcbc7552d7a97667356271f7e2c7fdfd66b0,Journal of Refugee Studies,
b2901ac855dade05918dc1d226127e8b37e34ef2,Journal of Refugee Studies,
88105e95d4a7293f984cadefc525edff1796a273,Citizenship Studies,
b6a58328f2f2c58461e1abed23ca22dd8b01798a,Journal of Ethnic and Migration Studies,Routledgeinfo@tandf.co.uk
9469a19362dabf8c4e405b4d91eb675c5c5b333d,Cultural Diversity and Ethnic Minority Psychology,American Psychological Association Inc.journals@apa.org
7dba8fb6bb763dba70e49b30a0f6e1ce58da1b6a,Race & Class,
75024e14942a7daebfc28f8931fe180e48899c64,"Population, Space and Place",
5fa265b354dc27572b0fe927df8e49f1475e2f0a,Population and Development Review,
